userPlantName,cleanedPlantName,sciName,genus,Family,itis_id,rank,notes,isConifer,compoundLeaves,longLeafThreshold
Maple,Maple,Acer,Acer,Sapindaceae,28727,genus,,0,,
Trident maple,Trident maple,Acer buergerianum,Acer,Sapindaceae,837859,species,,0,,
Hedge maple,Hedge maple,Acer campestre,Acer,Sapindaceae,28739,species,,0,,
Florida maple,Florida maple,Acer floridanum,Acer,Sapindaceae,183691,species,,0,,
Amur maple,Amur maple,Acer ginnala,Acer,Sapindaceae,28741,species,,0,,
Chalk maple,Chalk maple,Acer leucoderme,Acer,Sapindaceae,28761,species,,0,,
Bigleaf maple,Bigleaf maple,Acer macrophyllum,Acer,Sapindaceae,28748,species,,0,,
Acer negundo,Acer negundo,Acer negundo,Acer,Sapindaceae,28749,species,,0,1,
Boxelder,Boxelder,Acer negundo,Acer,Sapindaceae,28749,species,,0,1,
Black maple,Black maple,Acer nigrum,Acer,Sapindaceae,182135,species,,0,,
Japanese maple,Japanese maple,Acer palmatum,Acer,Sapindaceae,182136,species,,0,,
Striped maple,Striped maple,Acer pensylvanicum,Acer,Sapindaceae,28754,species,,0,,
Norway maple,Norway maple,Acer platanoides,Acer,Sapindaceae,28755,species,,0,,
Red maple,Red maple,Acer rubrum,Acer,Sapindaceae,28728,species,,0,,
Silver maple,Silver maple,Acer saccharinum,Acer,Sapindaceae,28757,species,,0,,
Sugar maple,Sugar maple,Acer saccharum,Acer,Sapindaceae,28731,species,,0,,
Acer x freemanii,Acer x freemanii,Acer X freemanii,Acer,Sapindaceae,500949,species,,0,,
Horned maple,Horned maple,Acer diabolicum,Acer,Sapindaceae,837851,species,,0,,
Southern sugar maple,Southern sugar maple,Acer saccharum,Acer,Sapindaceae,28731,species,,0,,
Buckeye,Buckeye,Aesculus,Aesculus,Sapindaceae,28714,genus,,0,1,
Ohio buckeye,Ohio buckeye,Aesculus glabra,Aesculus,Sapindaceae,28718,species,,0,1,
Aesculus hippocastanum,Aesculus hippocastanum,Aesculus hippocastanum,Aesculus,Sapindaceae,28721,species,,0,1,
Aesculus parviflora,Aesculus parviflora,Aesculus parviflora,Aesculus,Sapindaceae,28722,species,,0,1,
Bottlebrush buckeye,Bottlebrush buckeye,Aesculus parviflora,Aesculus,Sapindaceae,28722,species,,0,1,
Red buckeye,Red buckeye,Aesculus pavia,Aesculus,Sapindaceae,28723,species,,0,1,
Yellow buckeye,Yellow buckeye,Aesculus flava,Aesculus,Sapindaceae,837871,species,,0,1,
Ailanthus,Ailanthus,Ailanthus,Ailanthus,Simaroubaceae,28826,genus,,0,1,
Alder,Alder,Alnus,Alnus,Betulaceae,19466,genus,,0,,
Hazel alder,Hazel alder,Alnus serrulata,Alnus,Betulaceae,19468,species,,0,,
Speckled alder,Speckled alder,Alnus incana,Alnus,Betulaceae,19471,species,,0,,
Serviceberry,Serviceberry,Amelanchier,Amelanchier,Rosaceae,25108,genus,,0,,
Common serviceberry,Common serviceberry,Amelanchier arborea,Amelanchier,Rosaceae,25110,species,,0,,
Amelanchier laevis,Amelanchier laevis,Amelanchier laevis,Amelanchier,Rosaceae,182046,species,,0,,
Pacific madrone,Pacific madrone,Arbutus menziesii,Arbutus,Ericaceae,23627,species,,0,,
Dwarf pawpaw,Dwarf pawpaw,Asimina pygmea,Asimina,Annonaceae,18114,species,,0,,40
Pawpaw,Pawpaw,Asimina triloba,Asimina,Annonaceae,18117,species,,0,,40
Baccharis halimifolia,Baccharis halimifolia,Baccharis halimifolia,Baccharis,Asteraceae,35682,species,,0,,
Birch,Birch,Betula,Betula,Betulaceae,19478,genus,,0,,
Betula spp.,Betula,Betula,Betula,Betulaceae,19478,genus,,0,,
Yellow birch,Yellow birch,Betula alleghaniensis,Betula,Betulaceae,19481,species,,0,,
Black birch,Black birch,Betula lenta,Betula,Betulaceae,19487,species,,0,,
Sweet birch,Sweet birch,Betula lenta,Betula,Betulaceae,19487,species,,0,,
White birch,White birch,Betula minor,Betula,Betulaceae,183534,species,,0,,
River birch,River birch,Betula nigra,Betula,Betulaceae,19480,species,,0,,
Paper birch,Paper birch,Betula papyrifera,Betula,Betulaceae,19489,species,,0,,
Gray birch,Gray birch,Betula populifolia,Betula,Betulaceae,19497,species,,0,,
Heartleaf birch,Heartleaf birch,Betula cordifolia,Betula,Betulaceae,195222,species,,0,,
Buxus,Buxus,Buxus,Buxus,Buxaceae,28022,genus,,0,,
Callicarpa americana,Callicarpa americana,Callicarpa americana,Callicarpa,Lamiaceae,32144,species,,0,,
Calycanthus,Calycanthus,Calycanthus,Calycanthus,Calycanthaceae,18139,genus,,0,,
Eastern sweetshrub,Eastern sweetshrub,Calycanthus floridus,Calycanthus,Calycanthaceae,18142,species,,0,,
Camellia,Camellia,Camellia,Camellia,Theaceae,500689,genus,,0,,
Hornbeam,Hornbeam,Carpinus,Carpinus,Betulaceae,19503,genus,,0,,
American hornbeam,American hornbeam,Carpinus caroliniana,Carpinus,Betulaceae,19504,species,,0,,
Blue beech,Blue beech,Carpinus caroliniana,Carpinus,Betulaceae,19504,species,,0,,
Carpinus,Carpinus,Carpinus,Carpinus,Betulaceae,19504,genus,,0,,
Hickory,Hickory,Carya,Carya,Juglandaceae,19223,genus,,0,1,
Bitternut hickory,Bitternut hickory,Carya cordiformis,Carya,Juglandaceae,19227,species,,0,1,
Pignut hickory,Pignut hickory,Carya glabra,Carya,Juglandaceae,19231,species,,0,1,
Pecan,Pecan,Carya illinoinensis,Carya,Juglandaceae,19234,species,,0,1,
Shellbark hickory,Shellbark hickory,Carya laciniosa,Carya,Juglandaceae,19235,species,,0,1,
Nutmeg hickory,Nutmeg hickory,Carya myristiciformis,Carya,Juglandaceae,19239,species,,0,1,
Shagbark hickory,Shagbark hickory,Carya ovata,Carya,Juglandaceae,19242,species,,0,1,
Mockernut hickory,Mockernut hickory,Carya tomentosa,Carya,Juglandaceae,19247,species,,0,1,
American chestnut,American chestnut,Castanea dentata,Castanea,Fagaceae,19454,species,,0,,
Chinese chestnut,Chinese chestnut,Castanea mollissima,Castanea,Fagaceae,501318,species,,0,,
Catalpa,Catalpa,Catalpa,Catalpa,Bignoniaceae,34312,genus,,0,,40
Southern catalpa,Southern catalpa,Catalpa bignonioides,Catalpa,Bignoniaceae,34313,species,,0,,40
Northern catalpa,Northern catalpa,Catalpa speciosa,Catalpa,Bignoniaceae,34315,species,,0,,40
Oriental bittersweet,Oriental bittersweet,Celastrus orbiculatus,Celastrus,Celastraceae,506068,species,,0,,
Hackberry,Hackberry,Celtis,Celtis,Cannabaceae,19039,genus,,0,,
Sugarberry,Sugarberry,Celtis laevigata,Celtis,Cannabaceae,19042,species,,0,,
Common buttonbush,Common buttonbush,Cephalanthus occidentalis,Cephalanthus,Rubiaceae,34786,species,,0,,
Eastern redbud,Eastern redbud,Cercis canadensis,Cercis,Fabaceae,25782,species,,0,,
Chinese quince,Chinese quince,Chaenomeles sinensis,Chaenomeles,Rosaceae,565928,species,,0,,
Atlantic white-cedar,Atlantic white-cedar,Chamaecyparis thyoides,Chamaecyparis,Cupressaceae,18046,species,,1,,
White-cedar,White-cedar,Chamaecyparis thyoides,Chamaecyparis,Cupressaceae,18046,species,,1,,
Fragrant wintersweet,Fragrant wintersweet,Chimonanthus praecox,Chimonanthus,NA,NA,species,,0,,
Fringetree,Fringetree,Chionanthus,Chionanthus,Oleaceae,32948,genus,,0,,
Kentucky yellowwood,Kentucky yellowwood,Cladrastis kentukea,Cladrastis,Fabaceae,26539,species,,0,,
Dogwood,Dogwood,Cornus,Cornus,Cornaceae,27798,genus,,0,,
Alternate-leaf dogwood,Alternate-leaf dogwood,Cornus alternifolia,Cornus,Cornaceae,27813,species,,0,,
Silky dogwood,Silky dogwood,Cornus amomum,Cornus,Cornaceae,27799,species,,0,,
Roughleaf dogwood,Roughleaf dogwood,Cornus drummondii,Cornus,Cornaceae,27807,species,,0,,
Flowering dogwood,Flowering dogwood,Cornus florida,Cornus,Cornaceae,27806,species,,0,,
Stiff dogwood,Stiff dogwood,Cornus foemina,Cornus,Cornaceae,27802,species,,0,,
Kousa dogwood,Kousa dogwood,Cornus kousa,Cornus,Cornaceae,507498,species,,0,,
Big-leaf dogwood,Big-leaf dogwood,Cornus macrophylla,Cornus,Cornaceae,896096,species,,0,,
Cornelian-cherry dogwood,Cornelian-cherry dogwood,Cornus mas,Cornus,Cornaceae,565094,species,,0,,
Cornus mas,Cornus mas,Cornus mas,Cornus,Cornaceae,565094,species,,0,,
Cornus stolonifera,Cornus stolonifera,Cornus sericea,Cornus,Cornaceae,501637,species,,0,,
Redosier dogwood,Redosier dogwood,Cornus sericea,Cornus,Cornaceae,501637,species,,0,,
Weeping knoss dogwood,Weeping knoss dogwood,Cornus kousa,Cornus,Cornaceae,507498,species,,0,,
Grey dogwood,Grey dogwood,Cornus racemosa,Cornus,Cornaceae,501635,species,,0,,
Hazelnut,Hazelnut,Corylus,Corylus,Betulaceae,19505,genus,,0,,
American hazelnut,American hazelnut,Corylus americana,Corylus,Betulaceae,19506,species,,0,,
Beaked hazel,Beaked hazel,Corylus cornuta,Corylus,Betulaceae,19507,species,,0,,
Hawthorn,Hawthorn,Crataegus,Crataegus,Rosaceae,24539,genus,,0,,
Broadleaf hawthorn,Broadleaf hawthorn,Crataegus dilatata,Crataegus,NA,24555,species,,0,,
Fanleaf hawthorn,Fanleaf hawthorn,Crataegus flabellata,Crataegus,Rosaceae,24561,species,,0,,
Washington hawthorn,Washington hawthorn,Crataegus phaenopyrum,Crataegus,Rosaceae,24593,species,,0,,
Cyrilla racemiflora,Cyrilla racemiflora,Cyrilla racemiflora,Cyrilla,Cyrillaceae,23449,species,,0,,
Bush honeysuckle,Bush honeysuckle,Diervilla,Diervilla,Diervillaceae,35309,genus,,0,,
Persimmon,Persimmon,Diospyros,Diospyros,Ebenaceae,23853,genus,,0,,
Common persimmon,Common persimmon,Diospyros virginiana,Diospyros,Ebenaceae,23855,species,,0,,
Edgeworthia chrysantha,Edgeworthia chrysantha,Edgeworthia chrysantha,Edgeworthia,Thymelaeaceae,512730,species,,0,,
Russian-olive,Russian olive,Elaeagnus angustifolia,Elaeagnus,Elaeagnaceae,27770,species,,0,,
Russian olive,Russian olive,Elaeagnus angustifolia,Elaeagnus,Elaeagnaceae,27770,species,,0,,
Autumn olive,Autumn olive,Elaeagnus umbellata,Elaeagnus,Elaeagnaceae,27776,species,,0,,
Euonymus alatus,Euonymus alatus,Euonymus alatus,Euonymus,Celastraceae,27946,species,,0,,
European spindletree,European spindletree,Euonymus europaeus,Euonymus,Celastraceae,27949,species,,0,,
Yeddo euonymous,Yeddo euonymous,Euonymus hamiltonianus,Euonymus,Celastraceae,894989,species,,0,,
Beech,Beech,Fagus,Fagus,Fagaceae,19461,genus,,0,,
American beech,American beech,Fagus grandifolia,Fagus,Fagaceae,19462,species,,0,,
European beech,European beech,Fagus sylvatica,Fagus,Fagaceae,502590,species,,0,,
Fagus sylvatica,Fagus sylvatica,Fagus sylvatica,Fagus,Fagaceae,502590,species,,0,,
Japanese knotweed,Japanese knotweed,Fallopia japonica,Fallopia,Polygonaceae,565897,species,,0,,
Speckled japanese aralla,Speckled japanese aralla,Fatsia japonica,Fatsia,Araliaceae,505935,species,,0,,
Ficus,Ficus,Ficus,Ficus,Moraceae,19081,genus,,0,,
Fig,Fig,Ficus,Ficus,Moraceae,19081,genus,,0,,
Florida forestiera,Florida forestiera,Forestiera segregata,Forestiera,Oleaceae,32959,species,,0,,
Forsythia,Forsythia,Forsythia,Forsythia,Oleaceae,32961,genus,,0,,
Ash,Ash,Fraxinus,Fraxinus,Oleaceae,32928,genus,,0,,
White ash,White ash,Fraxinus americana,Fraxinus,Oleaceae,32931,species,,0,1,
Carolina ash,Carolina ash,Fraxinus caroliniana,Fraxinus,Oleaceae,32941,species,,0,1,
Black ash,Black ash,Fraxinus nigra,Fraxinus,Oleaceae,32945,species,,0,1,
Green ash,Green ash,Fraxinus pennsylvanica,Fraxinus,Oleaceae,32929,species,,0,1,
Gardenia,Gardenia,Gardenia,Gardenia,Rubiaceae,35159,genus,,0,,
Huckleberry,Huckleberry,Gaylussacia,Gaylussacia,Ericaceae,23659,genus,,0,,
Gaylussacia baccata,Gaylussacia baccata,Gaylussacia baccata,Gaylussacia,Ericaceae,23660,species,,0,,
Ginkgo,Ginkgo,Ginkgo,Ginkgo,Ginkgoaceae,183264,genus,,0,,
Honeylocust,Honeylocust,Gleditsia,Gleditsia,Fabaceae,26711,genus,,0,,
Carolina silverbell,Carolina silverbell,Halesia carolina,Halesia,Styracaceae,23864,species,,0,,
Halesia tetraptera,Halesia tetraptera,Halesia tetraptera,Halesia,NA,502868,species,,0,,
Witch hazel,Witch hazel,Hamamelis virginiana,Hamamelis,Hamamelidaceae,19033,species,,0,,
witch-hazel,witch-hazel,Hamamelis virginiana,Hamamelis,Hamamelidaceae,19033,species,,0,,
Hamamelis virginiana,Hamamelis virginiana,Hamamelis virginiana,Hamamelis,Hamamelidaceae,19033,species,,0,,
Ozark witch hazel,Ozark witch hazel,Hamamelis vernalis,Hamamelis,Hamamelidaceae,19032,species,,0,,
Rose of sharon,Rose of sharon,Hibiscus syriacus,Hibiscus,Malvaceae,21638,species,,0,,
Raisin,Raisin,Hovenia dulcis,Hovenia,Rhamnaceae,28554,species,,0,,
Hydrangea,Hydrangea,Hydrangea,Hydrangea,Hydrangeaceae,24194,genus,,0,,
Hydrangea quercifolia,Hydrangea quercifolia,Hydrangea quercifolia,Hydrangea,Hydrangeaceae,24200,species,,0,,
Oakleaf hydrangea,Oakleaf hydrangea,Hydrangea quercifolia,Hydrangea,Hydrangeaceae,24200,species,,0,,
Possumhaw,Possumhaw,Ilex decidua,Ilex,Aquifoliaceae,27998,species,,0,,
Ilex glabra,Ilex glabra,Ilex glabra,Ilex,Aquifoliaceae,27981,species,,0,,
Mountain holly,Mountain holly,Ilex montana,Ilex,Aquifoliaceae,28002,species,,0,,
Mountain winterberry,Mountain winterberry,Ilex montana,Ilex,Aquifoliaceae,28002,species,,0,,
Catberry,Catberry,Ilex mucronata,Ilex,Aquifoliaceae,835359,species,,0,,
American holly,American holly,Ilex opaca,Ilex,Aquifoliaceae,27982,species,,0,,
Ilex verticillata,Ilex verticillata,Ilex verticillata,Ilex,Aquifoliaceae,27985,species,,0,,
Winterberry,Winterberry,Ilex verticillata,Ilex,Aquifoliaceae,27985,species,,0,,
Ilex vomitoria,Ilex vomitoria,Ilex vomitoria,Ilex,Aquifoliaceae,27986,species,,0,,
Itea virginica,Itea virginica,Itea virginica,Itea,Iteaceae,24202,species,,0,,
Virginia sweetspire,Virginia sweetspire,Itea virginica,Itea,Iteaceae,24202,species,,0,,
Walnut,Walnut,Juglans,Juglans,Juglandaceae,19248,genus,,0,1,
Black walnut,Black walnut,Juglans nigra,Juglans,Juglandaceae,19254,species,,0,1,
Kalmia latifolia,Kalmia latifolia,Kalmia latifolia,Kalmia,Ericaceae,23677,species,,0,,
Mountain laurel,Mountain laurel,Kalmia latifolia,Kalmia,Ericaceae,23677,species,,0,,
Kalopanax septemlobus,Kalopanax septemlobus,Kalopanax septemlobus,Kalopanax,Araliaceae,565257,species,,0,,
Golden rain tree,Golden rain tree,Koelreuteria elegans,Koelreuteria,Sapindaceae,503285,species,,0,,
Koelreuteria paniculata,Koelreuteria paniculata,Koelreuteria paniculata,Koelreuteria,Sapindaceae,503286,species,,0,,
Crepe myrtle,Crepe myrtle,Lagerstroemia indica,Lagerstroemia,Lythraceae,27110,species,,0,,
Tamarack,Tamarack,Larix laricina,Larix,Pinaceae,183412,species,,1,,
Leucothoe axillaris,Leucothoe axillaris,Leucothoe axillaris,Leucothoe,Ericaceae,23550,species,,0,,
Privet,Privet,Ligustrum,Ligustrum,Oleaceae,32973,genus,,0,,
Japanese privet,Japanese privet,Ligustrum japonicum,Ligustrum,Oleaceae,503449,species,,0,,
Common privet,Common privet,Ligustrum vulgare,Ligustrum,Oleaceae,32980,species,,0,,
Olive quihoui,Olive quihoui,Ligustrum quihoui,Ligustrum,Oleaceae,32978,species,,0,,
Quihoui,Quihoui,Ligustrum quihoui,Ligustrum,Oleaceae,32978,species,,0,,
Spicebush,Spicebush,Lindera,Lindera,Lauraceae,18146,genus,,0,,
Common spicebush,Common spicebush,Lindera benzoin,Lindera,Lauraceae,18147,species,,0,,
Lindera benzoin,Lindera benzoin,Lindera benzoin,Lindera,Lauraceae,18147,species,,0,,
Northern spicebush,Northern spicebush,Lindera benzoin,Lindera,Lauraceae,18147,species,,0,,
Sweetgum,Sweetgum,Liquidambar styraciflua,Liquidambar,Altingiaceae,19027,species,,0,,
Tulip poplar,Tulip poplar,Liriodendron tulipifera,Liriodendron,Magnoliaceae,18086,species,,0,,
Tuliptree,Tuliptree,Liriodendron tulipifera,Liriodendron,Magnoliaceae,18086,species,,0,,
Yellow-poplar,Yellow-poplar,Liriodendron tulipifera,Liriodendron,Magnoliaceae,18086,species,,0,,
Tanoak,Tanoak,Lithocarpus densiflorus,Lithocarpus,Fagaceae,19464,species,,0,,
Honeysuckle,Honeysuckle,Lonicera,Lonicera,Caprifoliaceae,35281,genus,,0,,
Lonicera hispidula var. vacillans,Lonicera hispidula var. vacillans,Lonicera hispidula var. vacillans,Lonicera,NA,528895,species,,0,,
Lonicera japonica,Lonicera japonica,Lonicera japonica,Lonicera,Caprifoliaceae,35283,species,,0,,
Amur honeysuckle,Amur honeysuckle,Lonicera maackii,Lonicera,Caprifoliaceae,35298,species,,0,,
Tatarian honeysuckle,Tatarian honeysuckle,Lonicera tatarica,Lonicera,Caprifoliaceae,35306,species,,0,,
Maackia amurensis,Maackia amurensis,Maackia amurensis,Maackia,Fabaceae,506254,species,,0,,
Osage orange,Osage orange,Maclura pomifera,Maclura,Moraceae,19102,species,,0,,
Magnolia,Magnolia,Magnolia,Magnolia,Magnoliaceae,18069,genus,,0,,
Southern magnolia,Southern magnolia,Magnolia grandiflora,Magnolia,Magnoliaceae,18074,species,,0,,
Umbrella magnolia,Umbrella magnolia,Magnolia tripetala,Magnolia,Magnoliaceae,18077,species,,0,,60
Sweetbay,Sweetbay,Magnolia virginiana,Magnolia,Magnoliaceae,18070,species,,0,,
Loebner magnolia,Loebner magnolia,Magnolia X loebneri,Magnolia,NA,NA,species,,0,,
Merrill magnolia,Merrill magnolia,Magnolia X loebneri,Magnolia,NA,NA,species,,0,,
Cucumber magnolia,Cucumber magnolia,Magnolia acuminata,Magnolia,Magnoliaceae,18071,species,,0,,40
Fraser magnolia,Fraser magnolia,Magnolia fraseri,Magnolia,Magnoliaceae,18073,species,,0,,60
Mountain or fraser magnolia,Mountain or fraser magnolia,Magnolia fraseri,Magnolia,Magnoliaceae,18073,species,,0,,60
Apple,Apple,Malus,Malus,Rosaceae,25254,genus,,0,,
Malus,Malus,Malus,Malus,Rosaceae,25254,genus,,0,,
Southern crab apple,Southern crab apple,Malus angustifolia,Malus,Rosaceae,25255,species,,0,,
Southern crabapple,Southern crabapple,Malus angustifolia,Malus,Rosaceae,25255,species,,0,,
Sweet crab apple,Sweet crab apple,Malus coronaria,Malus,Rosaceae,25257,species,,0,,
Oregon crab apple,Oregon crab apple,Malus fusca,Malus,Rosaceae,25258,species,,0,,
Prairie crab apple,Prairie crab apple,Malus ioensis,Malus,Rosaceae,25259,species,,0,,
Malus siberica,Malus siberica,Malus baccata,Malus,Rosaceae,25256,species,,0,,
Malus sargentii,Malus sargentii,Malus sargentii,Malus,NA,507499,species,,0,,
Morella caroliniensis,Morella caroliniensis,Morella caroliniensis,Morella,Myricaceae,507898,species,,0,,
Southern bayberry,Southern bayberry,Morella caroliniensis,Morella,Myricaceae,507898,species,,0,,
Morella cerifera,Morella cerifera,Morella cerifera,Morella,Myricaceae,507899,species,,0,,
Wax myrtle,Wax myrtle,Morella cerifera,Morella,Myricaceae,507899,species,,0,,
Red bay,Red bay,Morella rubra,Morella,Myricaceae,845182,species,,0,,
Myrica cerifera,Myrica cerifera,Morella cerifera,Morella,Myricaceae,507899,species,,0,,
Mulberry,Mulberry,Morus,Morus,Moraceae,19064,genus,,0,,
White mulberry,White mulberry,Morus alba,Morus,Moraceae,19066,species,,0,,
Black mulberry,Black mulberry,Morus nigra,Morus,Moraceae,19069,species,,0,,
Red mulberry,Red mulberry,Morus rubra,Morus,Moraceae,19070,species,,0,,
Clerya,Clerya,Unknown,Unknown,NA,NA,genus,possibly Cleyera?,0,,
Arrowwood,Arrowwood,Viburnum,Viburnum,Adoxaceae,35249,genus,,0,,
Arrowwood viburnum,Arrowwood viburnum,Viburnum,Viburnum,Adoxaceae,35249,genus,,0,,
Nandina domestica,Nandina domestica,Nandina domestica,Nandina,Berberidaceae,18848,species,,0,,
Tupelo,Tupelo,Nyssa,Nyssa,Nyssaceae,27820,genus,,0,,
Water tupelo,Water tupelo,Nyssa aquatica,Nyssa,Nyssaceae,27824,species,,0,,
Black gum,Black gum,Nyssa sylvatica,Nyssa,Nyssaceae,27821,species,,0,,
Blackgum,Blackgum,Nyssa sylvatica,Nyssa,Nyssaceae,27821,species,,0,,
Hophornbeam,Hophornbeam,Ostrya,Ostrya,Betulaceae,19508,genus,,0,,
Eastern hophornbeam,Eastern hophornbeam,Ostrya virginiana,Ostrya,Betulaceae,19511,species,,0,,
Sourwood,Sourwood,Oxydendrum arboreum,Oxydendrum,Ericaceae,23690,species,,0,,
Persian ironwood,Persian ironwood,Parrotia persica,Parrotia,Hamamelidaceae,895220,species,,0,,
Redbay,Redbay,Persea borbonia,Persea,Lauraceae,18149,species,,0,,
